Chemical,Monitor,Date Time ,Reading
Methylosmolene,4,8/20/16 13:00,1.20543
AGOC-3A,7,8/20/16 13:00,1.17818
Chlorodinine,8,8/20/16 13:00,1.02866
Chlorodinine,4,8/20/16 13:00,0.997498
Appluimonia,4,8/20/16 13:00,0.996712
Chlorodinine,2,8/20/16 13:00,0.935254
Appluimonia,5,8/20/16 13:00,0.933265
Chlorodinine,5,8/20/16 13:00,0.768946
AGOC-3A,5,8/20/16 13:00,0.698906
Appluimonia,3,8/20/16 13:00,0.643065
AGOC-3A,4,8/20/16 13:00,0.607483
Methylosmolene,7,8/20/16 13:00,0.57678
Appluimonia,2,8/20/16 13:00,0.452331
Appluimonia,6,8/20/16 13:00,0.422577
AGOC-3A,2,8/20/16 13:00,0.40055
AGOC-3A,9,8/20/16 13:00,0.381221
Appluimonia,9,8/20/16 13:00,0.3653
AGOC-3A,8,8/20/16 13:00,0.342815
Chlorodinine,6,8/20/16 13:00,0.3278
AGOC-3A,6,8/20/16 13:00,0.29943
Methylosmolene,5,8/20/16 13:00,0.28947
Methylosmolene,9,8/20/16 13:00,0.28008
Methylosmolene,2,8/20/16 13:00,0.245923
Appluimonia,8,8/20/16 13:00,0.192663
Chlorodinine,1,8/20/16 13:00,0.185721
Chlorodinine,9,8/20/16 13:00,0.148544
Appluimonia,1,8/20/16 13:00,0.14723
Methylosmolene,1,8/20/16 13:00,0.117311
AGOC-3A,1,8/20/16 13:00,0.0826738
Methylosmolene,6,8/20/16 13:00,0.0747392
Chlorodinine,7,8/20/16 13:00,0.0329134
Chlorodinine,3,8/20/16 14:00,2.04413
Appluimonia,3,8/20/16 14:00,1.88076
AGOC-3A,5,8/20/16 14:00,1.58102
AGOC-3A,3,8/20/16 14:00,1.16547
AGOC-3A,4,8/20/16 14:00,1.15287
Appluimonia,4,8/20/16 14:00,0.948376
Methylosmolene,4,8/20/16 14:00,0.772947
Chlorodinine,4,8/20/16 14:00,0.755281
AGOC-3A,6,8/20/16 14:00,0.687155
Appluimonia,8,8/20/16 14:00,0.678494
Appluimonia,6,8/20/16 14:00,0.637612
Chlorodinine,9,8/20/16 14:00,0.622155
AGOC-3A,8,8/20/16 14:00,0.504021
Appluimonia,9,8/20/16 14:00,0.49883
Appluimonia,5,8/20/16 14:00,0.443343
Appluimonia,7,8/20/16 14:00,0.439263
Chlorodinine,6,8/20/16 14:00,0.396886
AGOC-3A,1,8/20/16 14:00,0.3841
Chlorodinine,8,8/20/16 14:00,0.341817
Methylosmolene,9,8/20/16 14:00,0.227805
Chlorodinine,2,8/20/16 14:00,0.21552
Methylosmolene,7,8/20/16 14:00,0.204539
Appluimonia,1,8/20/16 14:00,0.203297
Methylosmolene,8,8/20/16 14:00,0.20101
AGOC-3A,7,8/20/16 14:00,0.17905
Methylosmolene,5,8/20/16 14:00,0.156509
Chlorodinine,1,8/20/16 14:00,0.146929
Methylosmolene,1,8/20/16 14:00,0.143657
AGOC-3A,2,8/20/16 14:00,0.110254
Methylosmolene,2,8/20/16 14:00,0.109784
Methylosmolene,6,8/20/16 14:00,0.0989081
Appluimonia,2,8/20/16 14:00,0.0609777
Methylosmolene,3,8/20/16 14:00,0.0123768
Chlorodinine,5,8/20/16 14:00,0.00880991
Chlorodinine,7,8/20/16 14:00,0.00294981
AGOC-3A,9,8/20/16 14:00,0.0017905
Appluimonia,3,8/20/16 15:00,2.11994
AGOC-3A,5,8/20/16 15:00,1.93792
Methylosmolene,4,8/20/16 15:00,1.41742
Chlorodinine,3,8/20/16 15:00,1.37862
AGOC-3A,4,8/20/16 15:00,1.17318
Appluimonia,4,8/20/16 15:00,1.09637
Chlorodinine,5,8/20/16 15:00,1.07224
Chlorodinine,7,8/20/16 15:00,1.0662
Chlorodinine,4,8/20/16 15:00,0.877535
Methylosmolene,2,8/20/16 15:00,0.845296
Methylosmolene,3,8/20/16 15:00,0.743395
AGOC-3A,7,8/20/16 15:00,0.696392
Chlorodinine,2,8/20/16 15:00,0.648329
AGOC-3A,8,8/20/16 15:00,0.634435
Appluimonia,6,8/20/16 15:00,0.565515
Appluimonia,2,8/20/16 15:00,0.56299
Appluimonia,7,8/20/16 15:00,0.525359
Chlorodinine,8,8/20/16 15:00,0.513483
Chlorodinine,6,8/20/16 15:00,0.499495
Appluimonia,8,8/20/16 15:00,0.497262
Appluimonia,9,8/20/16 15:00,0.462726
Methylosmolene,9,8/20/16 15:00,0.412193
Methylosmolene,6,8/20/16 15:00,0.365738
Appluimonia,5,8/20/16 15:00,0.347743
AGOC-3A,2,8/20/16 15:00,0.329925
Methylosmolene,5,8/20/16 15:00,0.298678
Appluimonia,1,8/20/16 15:00,0.250872
AGOC-3A,9,8/20/16 15:00,0.249056
Methylosmolene,1,8/20/16 15:00,0.225057
AGOC-3A,1,8/20/16 15:00,0.173199
AGOC-3A,3,8/20/16 15:00,0.16431
Chlorodinine,9,8/20/16 15:00,0.145058
Chlorodinine,1,8/20/16 15:00,0.112571
Methylosmolene,8,8/20/16 15:00,0.107931
Methylosmolene,7,8/20/16 15:00,0.0736753
AGOC-3A,6,8/20/16 15:00,0.0564911
AGOC-3A,3,8/20/16 16:00,4.3104
Appluimonia,3,8/20/16 16:00,1.57796
Methylosmolene,4,8/20/16 16:00,1.39063
AGOC-3A,4,8/20/16 16:00,1.36853
Appluimonia,4,8/20/16 16:00,1.11741
Chlorodinine,4,8/20/16 16:00,1.06408
Methylosmolene,5,8/20/16 16:00,0.862451
Appluimonia,7,8/20/16 16:00,0.794525
Methylosmolene,3,8/20/16 16:00,0.756924
Chlorodinine,3,8/20/16 16:00,0.747852
Chlorodinine,2,8/20/16 16:00,0.727782
AGOC-3A,6,8/20/16 16:00,0.550424
Appluimonia,8,8/20/16 16:00,0.522752
AGOC-3A,7,8/20/16 16:00,0.487846
Appluimonia,2,8/20/16 16:00,0.467065
AGOC-3A,5,8/20/16 16:00,0.465572
Methylosmolene,6,8/20/16 16:00,0.460847
Chlorodinine,7,8/20/16 16:00,0.370318
Chlorodinine,9,8/20/16 16:00,0.311506
Chlorodinine,5,8/20/16 16:00,0.28808
AGOC-3A,9,8/20/16 16:00,0.267513
Methylosmolene,1,8/20/16 16:00,0.266561
AGOC-3A,2,8/20/16 16:00,0.259784
Methylosmolene,8,8/20/16 16:00,0.234289
Appluimonia,9,8/20/16 16:00,0.184586
Appluimonia,5,8/20/16 16:00,0.183569
Methylosmolene,9,8/20/16 16:00,0.181883
Chlorodinine,8,8/20/16 16:00,0.171679
Methylosmolene,7,8/20/16 16:00,0.123609
AGOC-3A,8,8/20/16 16:00,0.116871
Chlorodinine,1,8/20/16 16:00,0.0956268
Chlorodinine,6,8/20/16 16:00,0.0581671
Methylosmolene,2,8/20/16 16:00,0.041762
AGOC-3A,1,8/20/16 16:00,0.0342907
Appluimonia,1,8/20/16 16:00,0.0197914
Appluimonia,6,8/20/16 16:00,0.00902824
Methylosmolene,3,8/20/16 17:00,2.16346
AGOC-3A,3,8/20/16 17:00,2.09588
AGOC-3A,4,8/20/16 17:00,1.42081
Appluimonia,3,8/20/16 17:00,1.31158
Methylosmolene,4,8/20/16 17:00,1.2052
Appluimonia,4,8/20/16 17:00,1.19758
AGOC-3A,7,8/20/16 17:00,1.13712
Chlorodinine,4,8/20/16 17:00,1.12869
Chlorodinine,3,8/20/16 17:00,1.11201
AGOC-3A,5,8/20/16 17:00,0.840012
Chlorodinine,8,8/20/16 17:00,0.783038
Methylosmolene,8,8/20/16 17:00,0.745469
Appluimonia,7,8/20/16 17:00,0.679056
Chlorodinine,5,8/20/16 17:00,0.654641
Methylosmolene,6,8/20/16 17:00,0.604301
Chlorodinine,7,8/20/16 17:00,0.589441
Methylosmolene,5,8/20/16 17:00,0.582616
Chlorodinine,6,8/20/16 17:00,0.521606
Appluimonia,8,8/20/16 17:00,0.467686
Appluimonia,9,8/20/16 17:00,0.409791
Appluimonia,1,8/20/16 17:00,0.362113
Methylosmolene,1,8/20/16 17:00,0.347316
Chlorodinine,2,8/20/16 17:00,0.278275
AGOC-3A,6,8/20/16 17:00,0.260831
Methylosmolene,9,8/20/16 17:00,0.24451
Chlorodinine,1,8/20/16 17:00,0.232013
AGOC-3A,1,8/20/16 17:00,0.220407
AGOC-3A,2,8/20/16 17:00,0.217861
AGOC-3A,8,8/20/16 17:00,0.215496
Chlorodinine,9,8/20/16 17:00,0.178686
Appluimonia,5,8/20/16 17:00,0.168368
Methylosmolene,7,8/20/16 17:00,0.15722
Appluimonia,6,8/20/16 17:00,0.12719
Methylosmolene,2,8/20/16 17:00,0.125077
AGOC-3A,9,8/20/16 17:00,0.0625412
Appluimonia,2,8/20/16 17:00,0.00993016
Appluimonia,7,8/20/16 18:00,1.26823
Methylosmolene,4,8/20/16 18:00,1.20868
Chlorodinine,4,8/20/16 18:00,1.06574
AGOC-3A,4,8/20/16 18:00,1.04984
Appluimonia,8,8/20/16 18:00,0.963128
Appluimonia,4,8/20/16 18:00,0.956313
Appluimonia,3,8/20/16 18:00,0.741408
Methylosmolene,7,8/20/16 18:00,0.738767
AGOC-3A,8,8/20/16 18:00,0.733796
Methylosmolene,6,8/20/16 18:00,0.698271
Chlorodinine,6,8/20/16 18:00,0.678546
AGOC-3A,5,8/20/16 18:00,0.637215
Appluimonia,9,8/20/16 18:00,0.451235
AGOC-3A,2,8/20/16 18:00,0.443174
AGOC-3A,7,8/20/16 18:00,0.37926
Chlorodinine,3,8/20/16 18:00,0.378476
AGOC-3A,9,8/20/16 18:00,0.367941
AGOC-3A,1,8/20/16 18:00,0.36666
Methylosmolene,2,8/20/16 18:00,0.35943
Chlorodinine,2,8/20/16 18:00,0.274121
Appluimonia,1,8/20/16 18:00,0.267986
Methylosmolene,8,8/20/16 18:00,0.253177
AGOC-3A,6,8/20/16 18:00,0.220502
Chlorodinine,5,8/20/16 18:00,0.211752
Methylosmolene,1,8/20/16 18:00,0.209252
Appluimonia,5,8/20/16 18:00,0.196854
Appluimonia,2,8/20/16 18:00,0.193252
Appluimonia,6,8/20/16 18:00,0.160361
AGOC-3A,3,8/20/16 18:00,0.132061
Methylosmolene,9,8/20/16 18:00,0.112336
Chlorodinine,7,8/20/16 18:00,0.102453
Methylosmolene,5,8/20/16 18:00,0.0968335
Chlorodinine,9,8/20/16 18:00,0.0955568
Chlorodinine,1,8/20/16 18:00,0.0920866
Chlorodinine,8,8/20/16 18:00,0.0715915
Methylosmolene,3,8/20/16 18:00,0.0203226
Appluimonia,4,8/20/16 19:00,1.48178
AGOC-3A,4,8/20/16 19:00,1.35478
Appluimonia,8,8/20/16 19:00,1.23221
Methylosmolene,4,8/20/16 19:00,1.03689
AGOC-3A,8,8/20/16 19:00,0.992938
Chlorodinine,4,8/20/16 19:00,0.941054
AGOC-3A,5,8/20/16 19:00,0.890004
Methylosmolene,6,8/20/16 19:00,0.713386
Methylosmolene,5,8/20/16 19:00,0.65556
Chlorodinine,3,8/20/16 19:00,0.639113
Appluimonia,6,8/20/16 19:00,0.570216
Chlorodinine,6,8/20/16 19:00,0.557565
AGOC-3A,7,8/20/16 19:00,0.522179
Methylosmolene,8,8/20/16 19:00,0.511764
Methylosmolene,9,8/20/16 19:00,0.431735
AGOC-3A,6,8/20/16 19:00,0.402349
Methylosmolene,7,8/20/16 19:00,0.393205
Chlorodinine,8,8/20/16 19:00,0.35118
Appluimonia,3,8/20/16 19:00,0.346424
AGOC-3A,2,8/20/16 19:00,0.30554
Appluimonia,7,8/20/16 19:00,0.291925
Appluimonia,1,8/20/16 19:00,0.245391
AGOC-3A,1,8/20/16 19:00,0.24235
Chlorodinine,7,8/20/16 19:00,0.232166
Chlorodinine,2,8/20/16 19:00,0.232057
Chlorodinine,5,8/20/16 19:00,0.230006
Appluimonia,9,8/20/16 19:00,0.205914
AGOC-3A,9,8/20/16 19:00,0.185731
AGOC-3A,3,8/20/16 19:00,0.180798
Methylosmolene,1,8/20/16 19:00,0.158872
Chlorodinine,9,8/20/16 19:00,0.145465
Appluimonia,2,8/20/16 19:00,0.140431
Appluimonia,5,8/20/16 19:00,0.0930366
Methylosmolene,2,8/20/16 19:00,0.0712356
Chlorodinine,1,8/20/16 19:00,0.0526844
Methylosmolene,3,8/20/16 19:00,0.00245177
Appluimonia,3,8/20/16 20:00,2.08682
Chlorodinine,3,8/20/16 20:00,1.70997
Appluimonia,8,8/20/16 20:00,1.39963
Methylosmolene,3,8/20/16 20:00,1.38455
AGOC-3A,4,8/20/16 20:00,1.37161
Methylosmolene,4,8/20/16 20:00,1.20047
Appluimonia,4,8/20/16 20:00,1.18644
Chlorodinine,4,8/20/16 20:00,1.09718
AGOC-3A,5,8/20/16 20:00,0.71394
Methylosmolene,6,8/20/16 20:00,0.659639
AGOC-3A,8,8/20/16 20:00,0.52999
Chlorodinine,6,8/20/16 20:00,0.466529
Appluimonia,9,8/20/16 20:00,0.449694
Methylosmolene,8,8/20/16 20:00,0.419576
Chlorodinine,7,8/20/16 20:00,0.406177
Appluimonia,5,8/20/16 20:00,0.391854
AGOC-3A,3,8/20/16 20:00,0.391708
AGOC-3A,6,8/20/16 20:00,0.386334
AGOC-3A,1,8/20/16 20:00,0.383237
Methylosmolene,5,8/20/16 20:00,0.378681
Methylosmolene,9,8/20/16 20:00,0.376497
Appluimonia,6,8/20/16 20:00,0.371299
Chlorodinine,8,8/20/16 20:00,0.345163
Methylosmolene,7,8/20/16 20:00,0.336168
Chlorodinine,5,8/20/16 20:00,0.275704
Appluimonia,2,8/20/16 20:00,0.229744
AGOC-3A,7,8/20/16 20:00,0.199141
Methylosmolene,2,8/20/16 20:00,0.189121
AGOC-3A,9,8/20/16 20:00,0.17767
Appluimonia,7,8/20/16 20:00,0.143652
Chlorodinine,1,8/20/16 20:00,0.098735
Methylosmolene,1,8/20/16 20:00,0.0952762
Chlorodinine,9,8/20/16 20:00,0.0853887
AGOC-3A,2,8/20/16 20:00,0.0760426
Appluimonia,1,8/20/16 20:00,0.0368435
Chlorodinine,2,8/20/16 20:00,0.0126323
Appluimonia,3,8/20/16 21:00,4.09722
Chlorodinine,4,8/20/16 21:00,1.70315
Methylosmolene,3,8/20/16 21:00,1.57151
Chlorodinine,3,8/20/16 21:00,1.50506
Methylosmolene,8,8/20/16 21:00,1.41571
AGOC-3A,4,8/20/16 21:00,1.20962
Appluimonia,4,8/20/16 21:00,1.04296
Methylosmolene,4,8/20/16 21:00,0.947006
Chlorodinine,8,8/20/16 21:00,0.878338
Appluimonia,5,8/20/16 21:00,0.852881
Appluimonia,8,8/20/16 21:00,0.83007
Methylosmolene,5,8/20/16 21:00,0.780947
Appluimonia,2,8/20/16 21:00,0.767363
AGOC-3A,3,8/20/16 21:00,0.702982
Methylosmolene,7,8/20/16 21:00,0.663075
Chlorodinine,6,8/20/16 21:00,0.629474
AGOC-3A,6,8/20/16 21:00,0.502676
Chlorodinine,5,8/20/16 21:00,0.48061
Appluimonia,6,8/20/16 21:00,0.471221
Chlorodinine,7,8/20/16 21:00,0.467372
Appluimonia,1,8/20/16 21:00,0.408285
Methylosmolene,9,8/20/16 21:00,0.400977
Chlorodinine,2,8/20/16 21:00,0.387265
Chlorodinine,1,8/20/16 21:00,0.381706
Methylosmolene,2,8/20/16 21:00,0.37634
Methylosmolene,6,8/20/16 21:00,0.337854
Methylosmolene,1,8/20/16 21:00,0.329355
AGOC-3A,1,8/20/16 21:00,0.322675
Chlorodinine,9,8/20/16 21:00,0.209574
AGOC-3A,5,8/20/16 21:00,0.154971
AGOC-3A,8,8/20/16 21:00,0.149012
AGOC-3A,2,8/20/16 21:00,0.148466
AGOC-3A,7,8/20/16 21:00,0.129813
Appluimonia,9,8/20/16 21:00,0.126165
AGOC-3A,9,8/20/16 21:00,0.0387989
Appluimonia,7,8/20/16 21:00,0.00870586
AGOC-3A,3,8/20/16 22:00,2.5105
Appluimonia,7,8/20/16 22:00,1.93158
Methylosmolene,3,8/20/16 22:00,1.92724
Chlorodinine,7,8/20/16 22:00,1.54969
AGOC-3A,4,8/20/16 22:00,1.32218
Chlorodinine,4,8/20/16 22:00,1.13498
Methylosmolene,4,8/20/16 22:00,0.981818
Chlorodinine,3,8/20/16 22:00,0.912202
Appluimonia,3,8/20/16 22:00,0.8317
Appluimonia,4,8/20/16 22:00,0.742574
AGOC-3A,2,8/20/16 22:00,0.725429
AGOC-3A,8,8/20/16 22:00,0.722868
Chlorodinine,5,8/20/16 22:00,0.63191
Methylosmolene,8,8/20/16 22:00,0.582057
Appluimonia,6,8/20/16 22:00,0.496476
Chlorodinine,2,8/20/16 22:00,0.444169
AGOC-3A,6,8/20/16 22:00,0.416765
Appluimonia,8,8/20/16 22:00,0.36736
Methylosmolene,7,8/20/16 22:00,0.348887
AGOC-3A,7,8/20/16 22:00,0.34413
Chlorodinine,8,8/20/16 22:00,0.306359
Appluimonia,1,8/20/16 22:00,0.290571
Appluimonia,5,8/20/16 22:00,0.25625
AGOC-3A,1,8/20/16 22:00,0.229335
AGOC-3A,5,8/20/16 22:00,0.20836
Methylosmolene,9,8/20/16 22:00,0.208042
Methylosmolene,6,8/20/16 22:00,0.206853
Methylosmolene,2,8/20/16 22:00,0.0801313
Chlorodinine,9,8/20/16 22:00,0.0783845
Appluimonia,2,8/20/16 22:00,0.0779871
AGOC-3A,9,8/20/16 22:00,0.0680395
Methylosmolene,5,8/20/16 22:00,0.0655739
Appluimonia,9,8/20/16 22:00,0.0498602
Methylosmolene,1,8/20/16 22:00,0.0381418
Chlorodinine,1,8/20/16 22:00,0.0120323
Chlorodinine,6,8/20/16 22:00,0.0100578
AGOC-3A,5,8/20/16 23:00,4.66195
Methylosmolene,3,8/20/16 23:00,1.44307
AGOC-3A,3,8/20/16 23:00,1.33052
Chlorodinine,4,8/20/16 23:00,1.22207
AGOC-3A,4,8/20/16 23:00,1.06616
Methylosmolene,4,8/20/16 23:00,1.02638
Appluimonia,4,8/20/16 23:00,0.759331
Methylosmolene,6,8/20/16 23:00,0.695645
Methylosmolene,7,8/20/16 23:00,0.461249
Chlorodinine,5,8/20/16 23:00,0.415314
Chlorodinine,2,8/20/16 23:00,0.40785
Methylosmolene,2,8/20/16 23:00,0.392196
Appluimonia,5,8/20/16 23:00,0.331083
Appluimonia,9,8/20/16 23:00,0.303288
AGOC-3A,2,8/20/16 23:00,0.297734
Methylosmolene,1,8/20/16 23:00,0.291283
Chlorodinine,3,8/20/16 23:00,0.279409
AGOC-3A,7,8/20/16 23:00,0.259947
Chlorodinine,7,8/20/16 23:00,0.252588
Appluimonia,1,8/20/16 23:00,0.229335
Chlorodinine,1,8/20/16 23:00,0.226554
Appluimonia,6,8/20/16 23:00,0.204029
Methylosmolene,5,8/20/16 23:00,0.180237
Chlorodinine,8,8/20/16 23:00,0.159727
AGOC-3A,6,8/20/16 23:00,0.147785
Appluimonia,2,8/20/16 23:00,0.122702
AGOC-3A,8,8/20/16 23:00,0.118639
AGOC-3A,9,8/20/16 23:00,0.111189
Methylosmolene,8,8/20/16 23:00,0.105609
Appluimonia,3,8/20/16 23:00,0.101293
AGOC-3A,1,8/20/16 23:00,0.0945736
Methylosmolene,9,8/20/16 23:00,0.0575216
Appluimonia,7,8/20/16 23:00,0.0495246
Chlorodinine,9,8/20/16 23:00,0.0475791
Appluimonia,8,8/20/16 23:00,0.0401793
Chlorodinine,6,8/20/16 23:00,0.0234425
AGOC-3A,3,8/21/16 0:00,2.62361
Appluimonia,3,8/21/16 0:00,2.50739
Methylosmolene,3,8/21/16 0:00,1.95703
Appluimonia,7,8/21/16 0:00,1.94097
Appluimonia,4,8/21/16 0:00,1.15174
Chlorodinine,4,8/21/16 0:00,1.14792
Methylosmolene,4,8/21/16 0:00,1.11396
AGOC-3A,5,8/21/16 0:00,0.998044
AGOC-3A,2,8/21/16 0:00,0.961673
AGOC-3A,4,8/21/16 0:00,0.938566
Chlorodinine,7,8/21/16 0:00,0.899303
AGOC-3A,7,8/21/16 0:00,0.86965
Chlorodinine,3,8/21/16 0:00,0.843802
Appluimonia,2,8/21/16 0:00,0.592486
Chlorodinine,6,8/21/16 0:00,0.574496
Appluimonia,6,8/21/16 0:00,0.55838
Methylosmolene,7,8/21/16 0:00,0.556472
Appluimonia,5,8/21/16 0:00,0.506737
Methylosmolene,8,8/21/16 0:00,0.493955
Chlorodinine,2,8/21/16 0:00,0.441503
AGOC-3A,6,8/21/16 0:00,0.424225
Appluimonia,8,8/21/16 0:00,0.412165
Chlorodinine,8,8/21/16 0:00,0.390314
Methylosmolene,9,8/21/16 0:00,0.314431
Appluimonia,1,8/21/16 0:00,0.291012
AGOC-3A,8,8/21/16 0:00,0.246549
Methylosmolene,1,8/21/16 0:00,0.239491
AGOC-3A,9,8/21/16 0:00,0.232152
Methylosmolene,2,8/21/16 0:00,0.186641
Appluimonia,9,8/21/16 0:00,0.167711
Methylosmolene,5,8/21/16 0:00,0.165759
Methylosmolene,6,8/21/16 0:00,0.102288
Chlorodinine,9,8/21/16 0:00,0.0479028
AGOC-3A,1,8/21/16 0:00,0.0431435
Chlorodinine,1,8/21/16 0:00,0.028355
Chlorodinine,5,8/21/16 0:00,0.00328923
Appluimonia,3,8/21/16 1:00,2.77182
AGOC-3A,3,8/21/16 1:00,2.61589
Methylosmolene,4,8/21/16 1:00,1.36536
Chlorodinine,4,8/21/16 1:00,1.06249
Appluimonia,4,8/21/16 1:00,1.02706
AGOC-3A,4,8/21/16 1:00,0.956926
Methylosmolene,3,8/21/16 1:00,0.93542
Chlorodinine,7,8/21/16 1:00,0.868732
AGOC-3A,5,8/21/16 1:00,0.754404
Chlorodinine,8,8/21/16 1:00,0.738982
Appluimonia,5,8/21/16 1:00,0.641734
AGOC-3A,2,8/21/16 1:00,0.630835
Chlorodinine,2,8/21/16 1:00,0.602767
Methylosmolene,5,8/21/16 1:00,0.579519
Appluimonia,7,8/21/16 1:00,0.57483
AGOC-3A,7,8/21/16 1:00,0.572162
Chlorodinine,3,8/21/16 1:00,0.526759
Methylosmolene,8,8/21/16 1:00,0.511796
AGOC-3A,6,8/21/16 1:00,0.504794
Chlorodinine,6,8/21/16 1:00,0.48354
Methylosmolene,9,8/21/16 1:00,0.451809
Appluimonia,1,8/21/16 1:00,0.400421
Appluimonia,8,8/21/16 1:00,0.371227
Methylosmolene,2,8/21/16 1:00,0.368516
AGOC-3A,8,8/21/16 1:00,0.296739
Chlorodinine,9,8/21/16 1:00,0.270871
Methylosmolene,7,8/21/16 1:00,0.257176
Methylosmolene,6,8/21/16 1:00,0.237334
AGOC-3A,1,8/21/16 1:00,0.167677
Chlorodinine,5,8/21/16 1:00,0.165435
Appluimonia,2,8/21/16 1:00,0.157217
Appluimonia,9,8/21/16 1:00,0.132048
Chlorodinine,1,8/21/16 1:00,0.11944
AGOC-3A,9,8/21/16 1:00,0.117851
Appluimonia,6,8/21/16 1:00,0.0743633
Methylosmolene,1,8/21/16 1:00,0.0398764
AGOC-3A,4,8/21/16 2:00,1.51745
Appluimonia,4,8/21/16 2:00,1.46713
AGOC-3A,3,8/21/16 2:00,1.45769
Methylosmolene,4,8/21/16 2:00,1.34542
Chlorodinine,4,8/21/16 2:00,1.14522
AGOC-3A,8,8/21/16 2:00,1.02345
Chlorodinine,6,8/21/16 2:00,0.976154
Chlorodinine,3,8/21/16 2:00,0.974648
Methylosmolene,2,8/21/16 2:00,0.814138
Methylosmolene,6,8/21/16 2:00,0.637179
Appluimonia,8,8/21/16 2:00,0.633926
Methylosmolene,3,8/21/16 2:00,0.606621
Appluimonia,7,8/21/16 2:00,0.590187
AGOC-3A,6,8/21/16 2:00,0.580829
Methylosmolene,5,8/21/16 2:00,0.480901
Appluimonia,3,8/21/16 2:00,0.43697
Appluimonia,6,8/21/16 2:00,0.379101
Chlorodinine,8,8/21/16 2:00,0.35007
Chlorodinine,2,8/21/16 2:00,0.323356
Chlorodinine,5,8/21/16 2:00,0.321518
Chlorodinine,7,8/21/16 2:00,0.29774
Methylosmolene,8,8/21/16 2:00,0.296074
AGOC-3A,9,8/21/16 2:00,0.292218
Appluimonia,2,8/21/16 2:00,0.213948
Chlorodinine,9,8/21/16 2:00,0.190763
AGOC-3A,5,8/21/16 2:00,0.187433
AGOC-3A,1,8/21/16 2:00,0.143832
Chlorodinine,1,8/21/16 2:00,0.113513
AGOC-3A,7,8/21/16 2:00,0.109485
AGOC-3A,2,8/21/16 2:00,0.108702
Appluimonia,1,8/21/16 2:00,0.0975156
Methylosmolene,1,8/21/16 2:00,0.0828892
Appluimonia,9,8/21/16 2:00,0.0707203
Methylosmolene,7,8/21/16 2:00,0.0568432
Appluimonia,5,8/21/16 2:00,0.0186496
Methylosmolene,9,8/21/16 2:00,0.0146104
AGOC-3A,3,8/21/16 3:00,2.62041
Appluimonia,8,8/21/16 3:00,1.08095
Appluimonia,4,8/21/16 3:00,1.05668
Appluimonia,7,8/21/16 3:00,1.00274
Methylosmolene,4,8/21/16 3:00,0.986523
AGOC-3A,4,8/21/16 3:00,0.978008
Chlorodinine,4,8/21/16 3:00,0.94811
Methylosmolene,2,8/21/16 3:00,0.819566
Chlorodinine,3,8/21/16 3:00,0.743806
Methylosmolene,3,8/21/16 3:00,0.717614
Appluimonia,2,8/21/16 3:00,0.655596
Chlorodinine,2,8/21/16 3:00,0.61223
Methylosmolene,9,8/21/16 3:00,0.510649
AGOC-3A,8,8/21/16 3:00,0.507411
Appluimonia,6,8/21/16 3:00,0.498751
AGOC-3A,5,8/21/16 3:00,0.471606
AGOC-3A,6,8/21/16 3:00,0.419346
Chlorodinine,7,8/21/16 3:00,0.391569
Chlorodinine,5,8/21/16 3:00,0.386624
Methylosmolene,7,8/21/16 3:00,0.375969
Chlorodinine,9,8/21/16 3:00,0.361095
Methylosmolene,5,8/21/16 3:00,0.358608
AGOC-3A,9,8/21/16 3:00,0.31181
AGOC-3A,7,8/21/16 3:00,0.267334
Chlorodinine,6,8/21/16 3:00,0.257735
Appluimonia,9,8/21/16 3:00,0.257044
Appluimonia,3,8/21/16 3:00,0.25204
Methylosmolene,1,8/21/16 3:00,0.249688
AGOC-3A,1,8/21/16 3:00,0.147578
Methylosmolene,6,8/21/16 3:00,0.128918
Chlorodinine,1,8/21/16 3:00,0.12184
AGOC-3A,2,8/21/16 3:00,0.100482
Chlorodinine,8,8/21/16 3:00,0.0940948
Appluimonia,5,8/21/16 3:00,0.0686591
Appluimonia,1,8/21/16 3:00,0.0305414
Methylosmolene,8,8/21/16 3:00,0.00958849
Appluimonia,3,8/21/16 4:00,5.87673
Methylosmolene,3,8/21/16 4:00,1.30528
Appluimonia,4,8/21/16 4:00,1.10449
AGOC-3A,4,8/21/16 4:00,1.10262
Methylosmolene,5,8/21/16 4:00,1.06884
Chlorodinine,4,8/21/16 4:00,1.03744
AGOC-3A,3,8/21/16 4:00,0.992099
Methylosmolene,7,8/21/16 4:00,0.978245
Chlorodinine,8,8/21/16 4:00,0.889468
Methylosmolene,8,8/21/16 4:00,0.741002
Methylosmolene,4,8/21/16 4:00,0.698467
AGOC-3A,9,8/21/16 4:00,0.656286
Chlorodinine,5,8/21/16 4:00,0.589154
Chlorodinine,7,8/21/16 4:00,0.544667
Appluimonia,8,8/21/16 4:00,0.514279
AGOC-3A,6,8/21/16 4:00,0.513639
AGOC-3A,8,8/21/16 4:00,0.492006
AGOC-3A,5,8/21/16 4:00,0.472988
Methylosmolene,6,8/21/16 4:00,0.450398
AGOC-3A,2,8/21/16 4:00,0.426595
Chlorodinine,6,8/21/16 4:00,0.420545
Chlorodinine,2,8/21/16 4:00,0.413848
Appluimonia,1,8/21/16 4:00,0.380531
Appluimonia,6,8/21/16 4:00,0.304091
Chlorodinine,3,8/21/16 4:00,0.228139
Chlorodinine,1,8/21/16 4:00,0.191606
AGOC-3A,7,8/21/16 4:00,0.170782
